source,target,prediction,exact_match,source_length,target_length,source_length_bucket,target_length_bucket
tantif,تنتف,تنتف,True,6,4,0-9,0-9
buur,بور,بور,True,4,3,0-9,0-9
tarahhul,ترهل,طرهل,False,8,4,0-9,0-9
2iqtari3,اقترع,اقترع,True,8,5,0-9,0-9
halmane,هلمنة,هلمنة,True,7,5,0-9,0-9
doorakhe,دورخة,دورخة,True,8,5,0-9,0-9
tawjiih,توجيه,توجيه,True,7,5,0-9,0-9
yinjid,ينجد,ينجد,True,6,4,0-9,0-9
yitsharnakh,يتشرنخ,يتشرنخ,True,11,6,10-19,0-9
yista7dir,يستحضر,يستحضر,True,9,6,0-9,0-9
ysarbi3,يصربع,يسربع,False,7,5,0-9,0-9
tasaaru3,تصارع,تسارع,False,8,5,0-9,0-9
kaaki,كاكي,كاكي,True,5,4,0-9,0-9
fariid,فريد,فريض,False,6,4,0-9,0-9
tfarkash,تفركش,تفركش,True,8,5,0-9,0-9
hatak 3ard,هتك عرض,هتك عرض,True,10,7,10-19,0-9
majaariir,مجارير,مجارير,True,9,6,0-9,0-9
law 2iysiiruu 2ijreek fooq wraasak lata7at,لو يصيروا اجريك فوق وراسك تحت,لو يصيروا اجريك فوق وراسك تحت,True,42,29,40-49,20-29
ykhawwin,يخون,يخون,True,8,4,0-9,0-9
2ufrum,افرم,افرم,True,6,4,0-9,0-9
yistamwit,يستموت,يستموت,True,9,6,0-9,0-9
ywarwir,يورور,يورور,True,7,5,0-9,0-9
fuu7,فوح,فوح,True,4,3,0-9,0-9
2iddaaqaq,اتداقق,تداقق,False,9,6,0-9,0-9
manaam,منام,منام,True,6,4,0-9,0-9
7aqqiq,حقق,حقق,True,6,3,0-9,0-9
2u7sur,احصر,احصر,True,6,4,0-9,0-9
tmankar,تمنكر,تمنكر,True,7,5,0-9,0-9
taayi7,طايح,طايح,True,6,4,0-9,0-9
shawwaafe,شوافة,شوافة,True,9,5,0-9,0-9
mutlaa3,مطلاع,مطلاع,True,7,5,0-9,0-9
turraa7a,طراحة,تراحة,False,8,5,0-9,0-9
madaakhil,مداخل,مداخل,True,9,5,0-9,0-9
dabbir,دبر,دبر,True,6,3,0-9,0-9
2ilbis,البس,البس,True,6,4,0-9,0-9
baasboor,باسبور,باصبور,False,8,6,0-9,0-9
tbaa3ad,تباعد,تباعد,True,7,5,0-9,0-9
kannas,كنس,كنس,True,6,3,0-9,0-9
jaaruushe,جاروشة,جاروشة,True,9,6,0-9,0-9
yitrabbas,يتربص,يتربص,True,9,5,0-9,0-9
qaati3,قاطع,قاطع,True,6,4,0-9,0-9
2amaani,أماني,أماني,True,7,5,0-9,0-9
3all qalbi,عل قلبي,عل قلبي,True,10,7,10-19,0-9
wisikh,وسخ,وسخ,True,6,3,0-9,0-9
yjaaqkir,يجاقر,يجاقر,True,8,5,0-9,0-9
yinkitim,ينكتم,ينكتم,True,8,5,0-9,0-9
2irwash,اروش,اروش,True,7,4,0-9,0-9
tshakkar,تشكر,تشكر,True,8,4,0-9,0-9
qassaariyye,قصارية,قصارية,True,11,6,10-19,0-9
fassil,فصل,فصل,True,6,3,0-9,0-9
2i3had,اعهد,اعهد,True,6,4,0-9,0-9
mazliq,مزلق,مزلق,True,6,4,0-9,0-9
rii7 yinfukh batnak,ريح ينفخ بطنك,ريحة نفخبط,False,19,13,10-19,10-19
ysattif,يستف,يسطف,False,7,4,0-9,0-9
yu3sur mukhkho,يعصر مخه,يعصر مخه,True,14,8,10-19,0-9
shamit,شمط,شمط,True,6,3,0-9,0-9
lawwii7,لويح,لويح,True,7,4,0-9,0-9
faltaan,فلتان,فلتان,True,7,5,0-9,0-9
ra7ri7,رحرح,رحرح,True,6,4,0-9,0-9
mkabrit,مكبرت,مكبرت,True,7,5,0-9,0-9
2in3amash,انعمش,انعمش,True,9,5,0-9,0-9
qawaalib,قوالب,قوالب,True,8,5,0-9,0-9
yitqaa3ad,يتقاعد,يتقاعد,True,9,6,0-9,0-9
tmardagh,تمردغ,تمردغ,True,8,5,0-9,0-9
nadwe,نضوة,ندوة,False,5,4,0-9,0-9
ydahwis,يدهوس,يدهوس,True,7,5,0-9,0-9
saaq,ساق,ساق,True,4,3,0-9,0-9
mattir,مطر,مطر,True,6,3,0-9,0-9
safrin,صفرن,سفرن,False,6,4,0-9,0-9
fusa7,فسح,فصح,False,5,3,0-9,0-9
2inqabil,انقبل,انقبل,True,8,5,0-9,0-9
mitwaalif,متوالف,متوالف,True,9,6,0-9,0-9
simsaariyye,سمسارية,سمسارية,True,11,7,10-19,0-9
yitshalbak,يتشلبك,يتشلبك,True,10,6,10-19,0-9
labbi7,لبح,لبح,True,6,3,0-9,0-9
laa 7aya wala khajal,لا حياء ولا خجل,لا حيا ولا جهك,False,20,15,20-29,10-19
2iltafit,التفت,التفت,True,8,5,0-9,0-9
yhadhrib,يهذرب,يهذرب,True,8,5,0-9,0-9
qaddaa7a,قداحة,قداحة,True,8,5,0-9,0-9
rataane,رطانة,رطانة,True,7,5,0-9,0-9
yitwa33a,اتوعى,يتوعى,False,8,5,0-9,0-9
7ab7ib,حبحب,حبحب,True,6,4,0-9,0-9
2aksir rijlik,أكسر رجلك,أكسر جلك,False,13,9,10-19,0-9
yuujib,يوجب,يوجب,True,6,4,0-9,0-9
shilib,شلب,شلب,True,6,3,0-9,0-9
yighli,يغلي,يغلي,True,6,4,0-9,0-9
2awtaad,أوتاد,أوتاد,True,7,5,0-9,0-9
yintasi7,ينتصح,ينتصح,True,8,5,0-9,0-9
2iz3ij,ازعج,ازعج,True,6,4,0-9,0-9
loon,لون,لون,True,4,3,0-9,0-9
faalij,فالج,فالج,True,6,4,0-9,0-9
tamtame,طمطمة,تمتمة,False,7,5,0-9,0-9
biir,بير,بير,True,4,3,0-9,0-9
tmanyak,تمنيك,تمنيك,True,7,5,0-9,0-9
yihdi,يهدي,يهدي,True,5,4,0-9,0-9
mraqqam,مرقم,مرقم,True,7,4,0-9,0-9
salaq,سلق,سلق,True,5,3,0-9,0-9
samm 2ilhaari,سم الهاري,سم الهر,False,13,9,10-19,0-9
baab,باب,باب,True,4,3,0-9,0-9
mitza3zi3,متزعزع,متزعزع,True,9,6,0-9,0-9
yitlajjam,يتلجم,يتلجم,True,9,5,0-9,0-9
yitrayyad,يتريض,يتريض,True,9,5,0-9,0-9
7yaane,حيانة فيه,حيانة,False,6,9,0-9,0-9
tshawwash,تشوش,تشوش,True,9,4,0-9,0-9
farkish,فركش,فركش,True,7,4,0-9,0-9
yghazzi,يغذي,يغزي,False,7,4,0-9,0-9
7asram,حصرم,حصرم,True,6,4,0-9,0-9
jihim,جهم,جهم,True,5,3,0-9,0-9
mufaaja2a,مفاجأة,مفاجأة,True,9,6,0-9,0-9
2inzitim,انزطم,انزطم,True,8,5,0-9,0-9
kafkaf,كفكف,كفكف,True,6,4,0-9,0-9
2akil qatle,أكل قتلة,أكل قلة,False,11,8,10-19,0-9
qinnaara,قنارة,قنارة,True,8,5,0-9,0-9
kallaf,كلف,كلف,True,6,3,0-9,0-9
sajaajiid,سجاجيد,سجاجيد,True,9,6,0-9,0-9
sraafe,صرافة,صرافة,True,6,5,0-9,0-9
2inqataf,انقطف,انقطف,True,8,5,0-9,0-9
yitmaayas,يتمايص,يتمايس,False,9,6,0-9,0-9
naaqid,ناقض,ناقض,True,6,4,0-9,0-9
2istawda3,استودع,استودع,True,9,6,0-9,0-9
mwarnash,مورنش,مورنش,True,8,5,0-9,0-9
ja3al,جعل,جعل,True,5,3,0-9,0-9
ysaayis,يسايس,يسايس,True,7,5,0-9,0-9
7akk,حك,حك,True,4,2,0-9,0-9
2indahash,اندهش,اندهش,True,9,5,0-9,0-9
ba7ra,بحرة,بحرة,True,5,4,0-9,0-9
tkamkam,تكمكم,تكمكم,True,7,5,0-9,0-9
salli,صلى,سلي,False,5,3,0-9,0-9
ghaaz,غاظ,غاز,False,5,3,0-9,0-9
zayy 2ili7saan,زي الحصان,زي الصحني,False,14,9,10-19,0-9
qafwe,قفوة,قفوة,True,5,4,0-9,0-9
ma3ti wijih,معطي وجه,معطي وجهي,False,11,8,10-19,0-9
mballal,مبلل,مبلل,True,7,4,0-9,0-9
sullam,سلم,سلم,True,6,3,0-9,0-9
yistaqsi,يستقصي,يستقصي,True,8,6,0-9,0-9
2ityattam,اتيتم,اتيتم,True,9,5,0-9,0-9
t3ammad,تعمد,تعمد,True,7,4,0-9,0-9
yma77ir,يمحي,يمحر,False,7,4,0-9,0-9
tiqdaaye,تقضاية,تقضاية,True,8,6,0-9,0-9
ymazliq,يمزلق,يمزلق,True,7,5,0-9,0-9
yitkaffaf,يتكفف,يتكفف,True,9,5,0-9,0-9
nafso danii2a,نفسه دنيئة,نفسه داني,False,13,10,10-19,10-19
3iish yaa kdiish,عيش يا كديش,عيش خايدس,False,16,11,10-19,10-19
7iit,حيط,حيط,True,4,3,0-9,0-9
nayyam 2ilibdaa3a,نيم البضاعة,نيام البيادع,False,17,11,10-19,10-19
ytuss,يطس,يطس,True,5,3,0-9,0-9
yrawwi7,يروح,يروح,True,7,4,0-9,0-9
qanaa3a,قناعة,قناعة,True,7,5,0-9,0-9
waafaqa,موافقة,وافقة,False,7,6,0-9,0-9
na3a,نعى,نعى,True,4,3,0-9,0-9
3uzri,عذري,عذري,True,5,4,0-9,0-9
tbahbat,تبهبط,تبهبط,True,7,5,0-9,0-9
twallad,تولد,تولد,True,7,4,0-9,0-9
yqaswil,يقصول,يقصول,True,7,5,0-9,0-9
3afas,عفص,عفص,True,5,3,0-9,0-9
twaffar,توفر,توفر,True,7,4,0-9,0-9
mudaa3af,مضاعف,مضاعف,True,8,5,0-9,0-9
ygoobi3,يقوبع,يقوبع,True,7,5,0-9,0-9
yitrakkab,يتركب,يتركب,True,9,5,0-9,0-9
y7allil,يحلل,يحلل,True,7,4,0-9,0-9
sakhkhan,سخن,سخن,True,8,3,0-9,0-9
yitlaakam,يتلاكم,يتلاكم,True,9,6,0-9,0-9
dmuu3 2ittamaasii7,دموع التماسيح,دموع التماسيح,True,18,13,10-19,10-19
ysahhi,يسهي,يسهى,False,6,4,0-9,0-9
7awaariiq,حواريق,حواريق,True,9,6,0-9,0-9
2irju,ارجو,ارجو,True,5,4,0-9,0-9
laghgham,لغم,لغم,True,8,3,0-9,0-9
yitkashsha7,يتكشح,يتكشح,True,11,5,10-19,0-9
7ill 3an wijhi,حل عن وجهي,حل عن وجه,False,14,10,10-19,10-19
2idrij,ادرج,ادرج,True,6,4,0-9,0-9
mayyal,ميل,ميل,True,6,3,0-9,0-9
kan3ashe,كنعشة,كنعشة,True,8,5,0-9,0-9
mitlaqqi7,متلقح,متلقح,True,9,5,0-9,0-9
qiitaan,قيطان,قيطان,True,7,5,0-9,0-9
nawaafiikh,نوافيخ,نوافيخ,True,10,6,10-19,0-9
2iiqaa3,ايقاع,إيقاع,False,7,5,0-9,0-9
2alla laa yi7rimni minnak,الله لايحرمني منك,الله لا ينحر من كرين,False,25,17,20-29,10-19
2it7arwad,اتحرود,اتحرود,True,9,6,0-9,0-9
mhallabiyye,مهلبية,مهلبية,True,11,6,10-19,0-9
yijtahid,يجتهد,يجتهد,True,8,5,0-9,0-9
dunu,دنو,دنو,True,4,3,0-9,0-9
2itsha3bat,اتشعبط,اتشعبط,True,10,6,10-19,0-9
faati7 sidro,فاتح صدره,فاتح صريده,False,12,9,10-19,0-9
dayaasa,دياثة,دياسة,False,7,5,0-9,0-9
zaa7im,زاحم,زاحم,True,6,4,0-9,0-9
miri7,مرح,مرح,True,5,3,0-9,0-9
2istafsir,استفسر,استفسر,True,9,6,0-9,0-9
shayyak,شيك,شيك,True,7,3,0-9,0-9
mutaarade,مطاردة,متاردة,False,9,6,0-9,0-9
yraafis,يرافس,يرافس,True,7,5,0-9,0-9
ywarji,يورجي,يورجي,True,6,5,0-9,0-9
yqa77it,يقحط,يقحط,True,7,4,0-9,0-9
2uqtub,اقطب,اقطب,True,6,4,0-9,0-9
lafa3,لفع,لفع,True,5,3,0-9,0-9
2itkhashshat,اتخشط,اتخشط,True,12,5,10-19,0-9
jaa7id,جاحد,جاحد,True,6,4,0-9,0-9
nishif,نشف,نشف,True,6,3,0-9,0-9
ymaa7ik,يماحك,يماحك,True,7,5,0-9,0-9
malaaqit,ملاقط,ملاقط,True,8,5,0-9,0-9
y3armit,يعرمط,يعرمط,True,7,5,0-9,0-9
2illi sabaq shamm 2il7abaq,اللي سبق شم الحبق,اللللله سبح مقل مالحب,False,26,17,20-29,10-19
2idda3bab,تدعبب,تدعبب,True,9,5,0-9,0-9
ka3kooz,كعكوز,كعكوز,True,7,5,0-9,0-9
faaraq,فارق,فارق,True,6,4,0-9,0-9
yna3nish,ينعنش,ينعنش,True,8,5,0-9,0-9
waraq,ورق,ورق,True,5,3,0-9,0-9
naati3,ناتع,ناطع,False,6,4,0-9,0-9
2ashjaar2asjaar,أشجار,أشجارة,False,15,5,10-19,0-9
naaghriyye,ناغرية,ناغرية,True,10,6,10-19,0-9
fuwat,فوط,فوت,False,5,3,0-9,0-9
yinqimis,ينقمص,ينقمص,True,8,5,0-9,0-9
y3aqqib,يعقب,يعقب,True,7,4,0-9,0-9
y7ayyif,يحيف,يحيف,True,7,4,0-9,0-9
yinkhifi,ينخفي,ينخفي,True,8,5,0-9,0-9
2akal raaso 2ishsheeb,أكل راسه الشيب,أكل راسه الشبي,False,21,14,20-29,10-19
fala3,فلع,فلع,True,5,3,0-9,0-9
tanaatiish,طناطيش,تناطيش,False,10,6,10-19,0-9
2ihmat,اهمط,اهمط,True,6,4,0-9,0-9
wisiq,وثق,وثق,True,5,3,0-9,0-9
yamm,يم,يم,True,4,2,0-9,0-9
la77,لح,لح,True,4,2,0-9,0-9
2aw7a,أوحى,أوحى,True,5,4,0-9,0-9
mahaam,مهام,مهام,True,6,4,0-9,0-9
qarsito wilqabir,قرصته والقبر,قرسته والقبر,False,16,12,10-19,10-19
yistaqall,يستقل,يستقل,True,9,5,0-9,0-9
tah2aan,طهقان,تأهان,False,7,5,0-9,0-9
mqarqit,مقرقط,مقرقط,True,7,5,0-9,0-9
mattir,متر,مطر,False,6,3,0-9,0-9
2i3faa2,إعفاء,إعفاء,True,7,5,0-9,0-9
hishis,هسهس,هسهس,True,6,4,0-9,0-9
yfannid,يفند,يفند,True,7,4,0-9,0-9
2istad3i,استدعي,استدعي,True,8,6,0-9,0-9
3al 7iffe,عالحفة,علح فيف,False,9,6,0-9,0-9
jarrib,جرب,جرب,True,6,3,0-9,0-9
tsa33ab,تصعب,تسعب,False,7,4,0-9,0-9
nammat,نمط,نمط,True,6,3,0-9,0-9
2i7tiqin,احتقن,احتقن,True,8,5,0-9,0-9
2uqtur,اقطر,اقطر,True,6,4,0-9,0-9
y2akkid,يؤكد,يؤكد,True,7,4,0-9,0-9
tawahaan,توهان,تواهن,False,8,5,0-9,0-9
2abu surra,أبو صرة,أبو صرا,False,10,7,10-19,0-9
2induj,انضج,انضج,True,6,4,0-9,0-9
3alma,علما,علما,True,5,4,0-9,0-9
3abaata,عباطة,عباطة,True,7,5,0-9,0-9
rootash,روتش,روطش,False,7,4,0-9,0-9
ywassi3,يوسع,يوسع,True,7,4,0-9,0-9
farfa7a,فرفحة,فرفحة,True,7,5,0-9,0-9
mukawwan,مكون,مكون,True,8,4,0-9,0-9
3ashsham,عشم,عشم,True,8,3,0-9,0-9
yitnaasal,يتناسل,يتناسل,True,9,6,0-9,0-9
kattaf,كتف,كتف,True,6,3,0-9,0-9
raa7 heek wuheek,راح هيك ولا هيك,راحه خير,False,16,15,10-19,10-19
2usluk,اسلك,اسلك,True,6,4,0-9,0-9
2inkhazal,انخذل,انخزل,False,9,5,0-9,0-9
y3aayin,يعاين,يعاين,True,7,5,0-9,0-9
t2annaq,تأنق,تأنق,True,7,4,0-9,0-9
yilhim,يلهم,يلهم,True,6,4,0-9,0-9
ja3aan,جعان,جعان,True,6,4,0-9,0-9
2in7at,انحت,انحت,True,6,4,0-9,0-9
2itqattam,اتقطم,اتقطم,True,9,5,0-9,0-9
t7ashshar,تحشر,تحشر,True,9,4,0-9,0-9
tmarjal,تمرجل,تمرجل,True,7,5,0-9,0-9
qarwase,قروصة,قروصة,True,7,5,0-9,0-9
mastariim,مصطريم,مستريم,False,9,6,0-9,0-9
madiid,مديد,مديد,True,6,4,0-9,0-9
2if7im,افحم,افحم,True,6,4,0-9,0-9
tii3,طيع,طيع,True,4,3,0-9,0-9
yifriz,يفرز,يفرز,True,6,4,0-9,0-9
yitjayyad,يتجيد,يتجيد,True,9,5,0-9,0-9
rootish,روتش,روتش,True,7,4,0-9,0-9
jayyid,جيد,جيد,True,6,3,0-9,0-9
bil3aade,بالعادة,بالعدة,False,8,7,0-9,0-9
taqyiilit 2irru3yaan,تقييلة الرعيان,طقيلة العرونا,False,20,14,20-29,10-19
mukhayyam,مخيم,مخيم,True,9,4,0-9,0-9
2il7ayye maa bitsiir khayye,الحية مابتصير خية,الحية مشيربة يتك,False,27,17,20-29,10-19
2ish ma3na,إيش معنى,اشم عني,False,10,8,10-19,0-9
wufuud,وفود,وفود,True,6,4,0-9,0-9
samman,سمن,سمن,True,6,3,0-9,0-9
bahje,بهجة,بهجة,True,5,4,0-9,0-9
tshalla3,تشلع,تشلع,True,8,4,0-9,0-9
fawaa2id,فوائد,فوائد,True,8,5,0-9,0-9
2itshabba3,اتشبع,اتشبع,True,10,5,10-19,0-9
qasab,قصب,قصب,True,5,3,0-9,0-9
kasaala,كسالى,كسالة,False,7,5,0-9,0-9
yifza3,يفزع,يفزع,True,6,4,0-9,0-9
2inlaza3,انلزع,انلزع,True,8,5,0-9,0-9
2itnashshan,اتنشن,اتنشن,True,11,5,10-19,0-9
qimam,قمم,قمام,False,5,3,0-9,0-9
yi7ram,يحرم,يحرم,True,6,4,0-9,0-9
2infirid,انفرد,انفرد,True,8,5,0-9,0-9
khaatar,خاطر,خاطر,True,7,4,0-9,0-9
yiq7as,يقحص,يقحص,True,6,4,0-9,0-9
yifghar,يفغر,يفغر,True,7,4,0-9,0-9
yirda3,يردع,يردع,True,6,4,0-9,0-9
khasaf,خسف,خصف,False,6,3,0-9,0-9
7aabib,حابب,حابب,True,6,4,0-9,0-9
tawwab,طوب,طوب,True,6,3,0-9,0-9
7ilu,حلو,حلو,True,4,3,0-9,0-9
tqardan,تقردن,تقردن,True,7,5,0-9,0-9
na7ir,نحر,نحر,True,5,3,0-9,0-9
majaaniin,مجانين,مجانين,True,9,6,0-9,0-9
mayyaato m3aalyaat,مياته معاليات,مياة معلى لياته,False,18,13,10-19,10-19
massa7,مسح,مسح,True,6,3,0-9,0-9
jaraadiin,جرادين,جرادين,True,9,6,0-9,0-9
2itrakhkhas,اترخص,اترخص,True,11,5,10-19,0-9
7aafiz,حافظ,حافظ,True,6,4,0-9,0-9
2iddahwal 3ala 3eeno,تدهول على عينه,الدها ولعين,False,20,14,20-29,10-19
na3nashe,نعنشة,نعنشة,True,8,5,0-9,0-9
bataabit,بطابط,بطابط,True,8,5,0-9,0-9
yilda3,يلدع,يلدع,True,6,4,0-9,0-9
ka3ke,كعكة,كعكة,True,5,4,0-9,0-9
nussiyye,نصية,نسية,False,8,4,0-9,0-9
naghnagh,نغنغ,نغنغ,True,8,4,0-9,0-9
yushbut,يشبط,يشبط,True,7,4,0-9,0-9
matluub,مطلوب,مطلوب,True,7,5,0-9,0-9
yib7as,يبحث,يبحث,True,6,4,0-9,0-9
7asbin,حسبن,حسبن,True,6,4,0-9,0-9
qaari7,قارح,قارح,True,6,4,0-9,0-9
2inhajar,انهجر,انهجر,True,8,5,0-9,0-9
ydallil,يدلل,يدلل,True,7,4,0-9,0-9
2ishrik,اشرك,اشرك,True,7,4,0-9,0-9
qaarab,قارب,قارب,True,6,4,0-9,0-9
3izraan,عزران,عزران,True,7,5,0-9,0-9
mujaahid,مجاهد,مجاهد,True,8,5,0-9,0-9
2imzaqriq,مزقرق,مزقر,False,9,5,0-9,0-9
2ilbisse btookil 3ashaa,البسة بتوكل عشاه,البسة شبعكلاك,False,23,16,20-29,10-19
thaddam,تهضم,تهضم,True,7,4,0-9,0-9
thamara,ثمرة,تهامرة,False,7,4,0-9,0-9
durr,در,در,True,4,2,0-9,0-9
basta,بسطة,بسطة,True,5,4,0-9,0-9
basbis,بسبس,بصبص,False,6,4,0-9,0-9
mdahhab,مذهب,مذهب,True,7,4,0-9,0-9
tafaaqum,تفاقم,تفاقم,True,8,5,0-9,0-9
fitih,فتح,فته,False,5,3,0-9,0-9
7aamil batno 3adahro,حامل بطنه عظهره,حامله بطن عرضه,False,20,15,20-29,10-19
mustaslim,مستسلم,مستسلم,True,9,6,0-9,0-9
naahi,ناهي,ناهي,True,5,4,0-9,0-9
dajjal,دجل,دجل,True,6,3,0-9,0-9
faqqi3,فقع,فقع,True,6,3,0-9,0-9
tqattab,تقطب,تقطب,True,7,4,0-9,0-9
naakaf,ناكف,ناكف,True,6,4,0-9,0-9
7alas,حلس,حلس,True,5,3,0-9,0-9
yidrik,يدرك,يدرك,True,6,4,0-9,0-9
laqqi7,لقح,لقح,True,6,3,0-9,0-9
yimtadd,يمتد,يمتض,False,7,4,0-9,0-9
daarib,ضارب,دارب,False,6,4,0-9,0-9
7araq raaso,حرق راسه,حرق راسه,True,11,8,10-19,0-9
makhkhat,مخط,مخط,True,8,3,0-9,0-9
moote,موتة,موتة,True,5,4,0-9,0-9
zara3,زرع,زرع,True,5,3,0-9,0-9
yka3wish,يكعوش,يكعوش,True,8,5,0-9,0-9
7ujjaaj,حجاج,حجاج,True,7,4,0-9,0-9
qattaa3,قطاع,قطاع,True,7,4,0-9,0-9
nathar,نثر,نثر,True,6,3,0-9,0-9
maghaatis,مغاطس,مغاطس,True,9,5,0-9,0-9
yinkisi7,ينكسح,ينكسح,True,8,5,0-9,0-9
sa3daan,سعدان,سعدان,True,7,5,0-9,0-9
yitsaafa,يتصافى,يتصافى,True,8,6,0-9,0-9
jaazi3,جازع,جازع,True,6,4,0-9,0-9
2ifshi,افشي,افشي,True,6,4,0-9,0-9
3iidiyye,عيدية,عيدية,True,8,5,0-9,0-9
fluus 7alaal,فلوس حلال,فلسوح حاله,False,12,9,10-19,0-9
naqqa7,نقح,نقح,True,6,3,0-9,0-9
ydayyi7,يديح,يضيح,False,7,4,0-9,0-9
habb,هب,هب,True,4,2,0-9,0-9
sukkar,سكر,سكر,True,6,3,0-9,0-9
ta7iyye,تحية,تحية,True,7,4,0-9,0-9
yi7lif,يحلف,يحلف,True,6,4,0-9,0-9
2il3adu maa bisiir 7abiib wili7maar maa bisiir tabiib,العدو مابيصير حبيب والحمار مابيصير طبيب,العدو مابصير حب والحمار بير وابسيبير بيبسير بيبير طبيب,False,53,39,50-59,30-39
labbikh,لبخ,لبخ,True,7,3,0-9,0-9
ma3muul,معمول,معمول,True,7,5,0-9,0-9
za3muut,زعموط,زعموط,True,7,5,0-9,0-9
2itta33am,اتطعم,اتطعم,True,9,5,0-9,0-9
tzahram,تزهرم,تزهرم,True,7,5,0-9,0-9
2itlaqqaf,اتلقف,اتلقف,True,9,5,0-9,0-9
2idbish,ادبش,ادبش,True,7,4,0-9,0-9
raaq,راق,راق,True,4,3,0-9,0-9
mam7uun,ممحون,ممحمون,False,7,5,0-9,0-9
rooshaan,روشان,روشان,True,8,5,0-9,0-9
khattab,خطب,خطب,True,7,3,0-9,0-9
mafnuus,مفنوس,مفنوس,True,7,5,0-9,0-9
nakaf,نكف,نكف,True,5,3,0-9,0-9
yisrif,يصرف,يسرف,False,6,4,0-9,0-9
suufiyye,صوفية,صوفية,True,8,5,0-9,0-9
t7askan,تحسكن,تحسكن,True,7,5,0-9,0-9
tfallakh,تفلخ,تفلخ,True,8,4,0-9,0-9
rida,رضا,رضى,False,4,3,0-9,0-9
mitshaa2im,متشائم,متشائم,True,10,6,10-19,0-9
sayyaarit 2ilkhunfasa,سيارة الخنفساء,سيارة الشكفين,False,21,14,20-29,10-19
tnaadaf,تناظف,تناظف,True,7,5,0-9,0-9
yqaawil,يقاول,يقاول,True,7,5,0-9,0-9
naqrashe,نقرشة,نقرشة,True,8,5,0-9,0-9
2it7as7as,اتحصحص,اتحسح,False,9,6,0-9,0-9
mkhammar mkhammar,كعك مخمر,مخمر مخمر,False,17,8,10-19,0-9
manaabit,منابت,منابط,False,8,5,0-9,0-9
yiddardab,يتدردب,يتدردب,True,9,6,0-9,0-9
mitil 2ilmaalik 2il7aziin,مثل المالك الحزين,مثل المن الحكيز,False,25,17,20-29,10-19
muruur,مرور,مرور,True,6,4,0-9,0-9
yikhda3,يخدع,يخدع,True,7,4,0-9,0-9
twarrad,تورد,تورد,True,7,4,0-9,0-9
yit7aamal,يتحامل,يتحامل,True,9,6,0-9,0-9
qirab,قرب,قرب,True,5,3,0-9,0-9
zahhaqni 3iishti,زهقني عيشتي,زهانيق عيشتي,False,16,11,10-19,10-19
khammij,خمج,خمج,True,7,3,0-9,0-9
2imlik,املك,املك,True,6,4,0-9,0-9
tanakkuri,تنكري,تنكري,True,9,5,0-9,0-9
lawwis,لوص,لوص,True,6,3,0-9,0-9
khammash,خمش,خمش,True,8,3,0-9,0-9
yitkharraq,يتخرق,يتخرق,True,10,5,10-19,0-9
2inraqq,انرق,انرق,True,7,4,0-9,0-9
2istighaabe,استغابة,استغابة,True,11,7,10-19,0-9
2itqaa3ad,اتقاعد,اتقاعد,True,9,6,0-9,0-9
tza33am,تزعم,تزعم,True,7,4,0-9,0-9
2inhaq,انهق,انهق,True,6,4,0-9,0-9
taqsiib,تقصيب,تقصيب,True,7,5,0-9,0-9
7arraf,حرف,حرف,True,6,3,0-9,0-9
jnaaze,جنازة,جنازة,True,6,5,0-9,0-9
2azaa3,أذاع,أزاع,False,6,4,0-9,0-9
yitqaatab,يتقاطب,يتقاطب,True,9,6,0-9,0-9
ytabbikh,يطبخ,يطبخ,True,8,4,0-9,0-9
2istaqsid,استقصد,استقصد,True,9,6,0-9,0-9
taarir,طارر,طارر,True,6,4,0-9,0-9
tiin,طين,طين,True,4,3,0-9,0-9
yinshib,ينشب,ينشب,True,7,4,0-9,0-9
2atwaal,أطوال,أطوال,True,7,5,0-9,0-9
yfarrik,يفرك,يفرك,True,7,4,0-9,0-9
yi7sim,يحسم,يحسم,True,6,4,0-9,0-9
shamaal,شمال,شمال,True,7,4,0-9,0-9
2it3attar,اتعثر,اتعثر,True,9,5,0-9,0-9
ydalhim,يدلهم,يدلهم,True,7,5,0-9,0-9
2ijreen,إجرين,اجرين,False,7,5,0-9,0-9
twa33ak,توعك,توعك,True,7,4,0-9,0-9
7abaariiq,حباريق,حباريق,True,9,6,0-9,0-9
kurreese,كريصة,كريسة,False,8,5,0-9,0-9
t3akkar,تعكر,تعكر,True,7,4,0-9,0-9
yitsarsab,يتسرسب,يتسرسب,True,9,6,0-9,0-9
saa7ib masla7a,صاحب مصلحة,صاحب مصاح,False,14,10,10-19,10-19
2ithajjar,اتهجر,اتهجر,True,9,5,0-9,0-9
tawwa3,طوع,طوع,True,6,3,0-9,0-9
ka7aariit,كحاريت,كحاريت,True,9,6,0-9,0-9
mamsuu3,ممصوع,مممصوع,False,7,5,0-9,0-9
mukhrij,مخرج,مخرج,True,7,4,0-9,0-9
shiqi,شقي,شقي,True,5,3,0-9,0-9
yurjum,يرجم,يرجم,True,6,4,0-9,0-9
yitwassat,يتوسط,يتوسط,True,9,5,0-9,0-9
madda,مضى,مدى,False,5,3,0-9,0-9
tantaf,تنتف,تنتف,True,6,4,0-9,0-9
faafi,فافي,فافي,True,5,4,0-9,0-9
2uzuune,أذونة,أزونة,False,7,5,0-9,0-9
yumrus,يمرص,يمرص,True,6,4,0-9,0-9
2iqtini,اقتني,اقتني,True,7,5,0-9,0-9
